0,1002,1,1352909396,172.16.1.121,1000,3,50
0,1002,1,1352909402,172.16.1.126,1000,1,50
1,1001,0,1352909404,172.16.1.109,1000000,3,3
0,1001,0,1352909407,172.16.1.108,500,10,5
1,1002,1,1352909409,172.16.1.116,500,3,50
1,1001,0,1352909410,172.16.1.101,500,1,10
1,1002,1,1352909411,172.16.1.124,20000,2,15
1,1001,0,1352909414,172.16.1.107,500000,1,15
0,1002,1,1352909417,172.16.1.119,100,10,20
1,1001,0,1352909423,172.16.1.109,500,1,3
1,1002,1,1352909424,172.16.1.126,50000,30,15
0,1002,1,1352909431,172.16.1.116,10000,4,5
0,1002,1,1352909433,172.16.1.122,100,1,20
0,1001,0,1352909435,172.16.1.108,500,20,20
1,1001,0,1352909436,172.16.1.104,10000,5,50
0,1002,1,1352909437,172.16.1.115,100,1,50
0,1002,1,1352909440,172.16.1.121,1000000,2,10
1,1002,1,1352909449,172.16.1.126,20000,30,5
1,1002,1,1352909458,172.16.1.114,500,5,15
1,1002,1,1352909459,172.16.1.115,20000,3,50
0,1002,1,1352909460,172.16.1.112,50000,20,10
0,1002,1,1352909461,172.16.1.119,500000,1,15
0,1001,0,1352909465,172.16.1.101,10000,1,5
0,1002,1,1352909470,172.16.1.123,500,10,50
1,1002,1,1352909487,172.16.1.124,100000,1,10
0,1002,1,1352909491,172.16.1.125,500000,10,50
0,1002,1,1352909492,172.16.1.121,50000,1,10
0,1001,0,1352909493,172.16.1.103,1000000,2,3
0,1002,1,1352909494,172.16.1.113,100000,50,3
0,1001,0,1352909499,172.16.1.107,1000,4,3
0,1001,0,1352909500,172.16.1.103,5000000,20,5
0,1001,0,1352909505,172.16.1.100,100,10,50
0,1001,0,1352909511,172.16.1.108,100,30,3
1,1001,0,1352909515,172.16.1.107,5000000,30,5
0,1002,1,1352909516,172.16.1.114,500,1,20
1,1002,1,1352909518,172.16.1.122,10000,2,50
1,1002,1,1352909519,172.16.1.126,100000,3,3
1,1002,1,1352909522,172.16.1.124,500,4,3
0,1002,1,1352909525,172.16.1.122,100,50,3
0,1001,0,1352909532,172.16.1.109,1000000,4,3
0,1002,1,1352909538,172.16.1.111,500,10,3
1,1002,1,1352909544,172.16.1.112,500000,3,10
1,1002,1,1352909547,172.16.1.118,1000000,1,10
0,1002,1,1352909548,172.16.1.116,1000,3,15
0,1001,0,1352909549,172.16.1.105,20000,4,50
0,1001,0,1352909554,172.16.1.100,100,1,5
0,1002,1,1352909558,172.16.1.116,10000,3,3
1,1002,1,1352909559,172.16.1.125,10000,10,3
1,1002,1,1352909564,172.16.1.114,20000,4,15
1,1001,0,1352909567,172.16.1.103,10000,4,10
1,1002,1,1352909568,172.16.1.117,500000,1,50
0,1002,1,1352909569,172.16.1.120,500,4,50
1,1002,1,1352909570,172.16.1.115,100,3,3
0,1001,0,1352909577,172.16.1.103,100,3,15
0,1002,1,1352909578,172.16.1.120,500,50,3
1,1002,1,1352909587,172.16.1.116,5000000,1,50
1,1001,0,1352909588,172.16.1.100,500000,30,20
1,1001,0,1352909590,172.16.1.110,100000,30,10
1,1001,0,1352909591,172.16.1.104,100000,30,10
0,1002,1,1352909595,172.16.1.124,500,1,15
1,1001,0,1352909596,172.16.1.105,1000000,30,10
0,1002,1,1352909603,172.16.1.119,1000,4,50
0,1002,1,1352909604,172.16.1.115,1000000,30,10
0,1002,1,1352909611,172.16.1.126,500000,3,10
1,1002,1,1352909617,172.16.1.124,100000,3,10
1,1002,1,1352909618,172.16.1.118,500000,1,3
0,1002,1,1352909621,172.16.1.119,100,10,5
1,1002,1,1352909623,172.16.1.117,50000,1,10
0,1001,0,1352909627,172.16.1.107,1000,50,5
1,1002,1,1352909630,172.16.1.113,50000,30,5
1,1002,1,1352909635,172.16.1.114,100000,3,3
0,1002,1,1352909640,172.16.1.112,500000,4,3
1,1002,1,1352909641,172.16.1.124,100000,4,10
1,1002,1,1352909642,172.16.1.118,20000,50,15
1,1001,0,1352909652,172.16.1.101,10000,2,20
0,1002,1,1352909658,172.16.1.126,100000,50,15
0,1001,0,1352909659,172.16.1.103,500000,1,50
1,1002,1,1352909663,172.16.1.123,100000,10,10
0,1002,1,1352909665,172.16.1.122,100000,5,20
1,1001,0,1352909669,172.16.1.101,50000,50,3
1,1001,0,1352909670,172.16.1.104,5000000,50,50
0,1002,1,1352909672,172.16.1.116,500000,5,5
0,1002,1,1352909680,172.16.1.122,100,3,10
1,1002,1,1352909685,172.16.1.112,500,1,5
0,1002,1,1352909695,172.16.1.112,50000,3,10
0,1002,1,1352909696,172.16.1.115,100,1,3
1,1001,0,1352909698,172.16.1.108,1000,5,5
0,1002,1,1352909706,172.16.1.117,10000,50,50
0,1002,1,1352909708,172.16.1.125,1000,1,5
1,1002,1,1352909710,172.16.1.125,500,1,5
1,1001,0,1352909713,172.16.1.110,50000,3,15
1,1001,0,1352909715,172.16.1.108,100000,4,10
0,1002,1,1352909717,172.16.1.114,5000000,2,50
1,1002,1,1352909719,172.16.1.122,100000,3,15
1,1001,0,1352909720,172.16.1.110,500000,20,15
0,1002,1,1352909721,172.16.1.111,10000,4,5
0,1002,1,1352909723,172.16.1.113,100,1,10
1,1002,1,1352909725,172.16.1.125,100000,30,3
